latitude,longitude
30.55592,-91.03411
30.76067,-90.64256
30.55253,-90.92207
30.59803,-90.99464
30.5733,-90.94314
30.98064,-90.652
30.55587,-90.51731
30.62494,-90.65097
30.6091,-90.9282
30.67853,-90.89683
30.61494,-90.94933
30.60717,-90.97692
30.53667,-90.53549
30.504467,-90.545792
30.506378,-90.547344
30.544906,-90.538078
30.544428,-90.537928
30.69169,-90.53347
30.95138,-90.46888
30.92391,-90.5032
30.46049,-90.54376
30.46049,-90.54376
30.80803,-92.68417
30.82436,-92.68908
30.64358,-90.53642
30.67117,-90.52681
30.67108,-90.53006
30.69058,-90.53136
30.75925,-92.71344
30.70519,-92.75203
30.70464,-92.75083
30.72771,-90.49109
30.74129,-90.48363
30.64075,-90.58406
30.68675,-90.56514
30.68675,-90.56514
30.68675,-90.56514
30.66353,-92.78139
30.63983,-92.81533
30.63942,-92.81319
30.24504,-92.62666
30.50219,-92.91219
30.51244,-92.86931
30.51067,-92.86903
30.56431,-92.85986
30.26919,-92.55753
30.26919,-92.55753
30.26486,-92.53475
30.21734,-91.99264
30.21221,-91.99735
30.21734,-91.99585
30.52808,-92.86381
30.17261,-92.61867
30.20336,-92.46681
30.23836,-92.39492
30.49375,-92.91381
30.476,-92.94081
30.27194,-92.36278
30.44733,-92.989
30.07387,-92.67817
30.19267,-92.00702
30.28539,-92.26092
30.07479,-92.66333
30.21432,-91.98945
30.19703,-92.46336
30.30303,-93.16883
30.03939,-92.71484
30.29117,-93.14919
30.29667,-93.11794
30.2079,-92.0053
30.02258,-92.76894
30.19482,-92.01861
30.19275,-92.02303
30.19253,-92.02569
29.89603,-92.1683
30.58336,-92.59892
30.58272,-92.59667
29.94812,-92.15723
30.03899,-92.51211
29.91428,-92.12306
30.53678,-92.604
30.53433,-92.59975
29.92343,-92.12062
30.41792,-93.06542
30.39631,-93.09778
30.30725,-93.15064
30.03656,-92.49553
29.915317,-92.12315
30.48408,-92.62922
30.48136,-92.71417
30.46583,-92.49811
30.0797,-92.36185
30.41528,-92.52569
30.39608,-92.498
30.16665,-92.2599
30.16665,-92.2599
30.33081,-92.53733
30.08193,-92.50616
30.08193,-92.50616
30.49378,-92.46347
30.49819,-92.45758
30.53461,-92.42342
29.97441,-91.8994
29.97612,-91.90343
29.97198,-91.90467
30.662472,-90.645917
30.59522,-92.37522
30.674097,-90.639093
30.67591,-90.640116
30.676319,-90.642493
30.676459,-90.642495
30.676948,-90.643931
29.96697,-91.90913
29.95941,-91.9028
30.678931,-90.646184
30.679668,-90.646544
30.682202,-90.647261
30.682638,-90.647666
30.694126,-90.651646
30.689162,-90.648671
30.18054,-92.58643
30.18054,-92.58643
29.9663,-91.97573
30.1166,-92.55706
30.1166,-92.55706
29.95246,-91.98521
29.94965,-91.99091
29.94659,-91.98555
30.0281,-92.50008
30.70061,-92.33925
30.695821,-90.647087
30.695821,-90.647087
30.693167,-90.62104
30.675239,-90.625561
30.6975,-92.49439
30.76747,-90.54856
30.22704,-92.82401
30.44725,-92.41039
30.24673,-92.80009
30.47344,-92.325
29.9773,-92.02815
29.96121,-92.02805
29.9773,-92.02815
29.95949,-92.03601
29.95036,-92.03527
30.40436,-92.23119
29.98513,-92.13206
29.98729,-92.13209
29.97836,-92.13895
29.97743,-92.14628
29.97002,-92.14729
30.61614,-90.24961
30.21673,-92.2646
30.61536,-90.24442
30.59597,-90.23867
30.27825,-92.62653
30.57633,-90.238
30.05391,-92.68291
30.57592,-90.24469
30.34244,-92.62656
30.09368,-92.2933
30.59642,-90.24722
30.35742,-92.62606
30.06279,-92.70919
30.55222,-90.21567
30.52825,-90.69511
30.04543,-92.74105
30.49239,-90.17392
30.3335,-92.61814
30.46981,-90.11767
30.42044,-92.594
30.45625,-90.11175
30.45689,-90.11353
30.00368,-92.78162
30.49744,-92.44847
30.49561,-90.16897
30.55833,-90.22
30.13,-92.61864
30.13,-92.61864
30.13,-92.61864
30.2425,-92.38422
30.24839,-92.37506
30.19314,-92.4595
29.99856,-92.27961
29.99763,-92.27617
30.00085,-92.27655
30.0076,-92.29904
29.999195,-92.19916
29.9985,-92.18229
30.06477,-92.18468
30.100882,-92.15201
30.1741,-92.178313
30.22546,-92.09386
30.16916,-92.09756
30.15368,-92.09891
30.54718,-92.08231
30.09374,-92.59511
30.09374,-92.59511
30.09354,-92.59518
30.16747,-92.61588
30.31947,-92.04705
30.2768,-91.90105
30.27524,-91.89745
30.27573,-91.89688
30.25171,-91.88209
30.24151,-91.96214
30.23716,-91.97187
30.23038,-92.62722
30.23038,-92.62722
30.31281,-91.78902
30.31409,-91.78846
30.13895,-92.07899
30.13895,-92.07899
30.12667,-92.08752
30.24088,-91.71095
30.2145,-91.70838
30.07691,-92.07771
30.03718,-92.07586
30.03718,-92.07586
30.11975,-91.82796
30.12522,-91.82528
30.00386,-92.11095
30.15397,-92.06094
30.09265,-91.98055
30.09214,-91.98769
30.09264,-91.9805
30.18149,-92.04788
30.14438,-91.97257
